Scientific name;Taxon status;Type category;Barcode;Collector;Collector Number;Date;Determined by;Locality Note;Latitude;Longitude;Precision;Habitat;Country;Country ISO code;Major Admin Name;Minor Admin Name;Locality;Taxon rank;Kingdom;Phylum;Class;Order;Family;Genus;Species;Collection;Institute code;Institute;Collection year
Verbascum nigrum L.;;;UGDA.0049018;Wszałek-Rożek Katarzyna, Afranowicz-Cieślak Renata, Bartłomiej Hajek, Markowski Ryszard, Chojnacki Włodzimierz;s.n.;2020-07-21;Markowski Ryszard;województwo pomorskie, koło Chośnicy, okolice Jeziora Jelenie Duże;54.2568;17.6835;gps;pobocze drogi leśnej;Poland;pl;Pomeranian Voivodeship;gmina Parchowo;Bytów County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Scrophulariaceae;Verbascum;nigrum;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Verbascum nigrum L.;;;UGDA.0049017;Wszałek-Rożek Katarzyna, Afranowicz-Cieślak Renata, Bartłomiej Hajek, Markowski Ryszard, Chojnacki Włodzimierz;s.n.;2020-07-21;Markowski Ryszard;województwo pomorskie, koło Chośnicy, okolice Jeziora Jelenie Duże;54.2568;17.6835;gps;pobocze drogi leśnej;Poland;pl;Pomeranian Voivodeship;gmina Parchowo;Bytów County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Scrophulariaceae;Verbascum;nigrum;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Oxalis fontana Bunge;;;UGDA.0047075;Markowski Ryszard, Wszałek-Rożek Katarzyna, Gołębiewska Joanna, Kuczyńska Anna, Jarosińska Marta;s.n.;2016-04-16;Markowski Ryszard;województwo pomorskie, powiat tczewski, gmina Pelplin, Józefowo;53.9779;18.6878;gps;pole uprawne;Poland;pl;Pomeranian Voivodeship;gmina Pelplin;Tczew County;species;Plantae;Tracheophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Oxalis;fontana;UGDA-Plants;UGDA;Uniwersytet Gdański;2016
Veronica persica Poir.;;;UGDA.0047349;Chojnacki Włodzimierz;s.n.;2020-06-12;Chojnacki Włodzimierz;Pojezierze Kaszubskie, Gdańsk-Piecki-Migowo, ul. Czecha;54.3612;18.5742;gps;trawnik;Poland;pl;Pomeranian Voivodeship;;;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;persica;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Veronica persica Poir.;;;UGDA.0047319;Chojnacki Włodzimierz;s.n.;2020-06-12;Chojnacki Włodzimierz;Pojezierze Kaszubskie, Gdańsk-Piecki-Migowo, ul. Czecha;54.3612;18.5742;gps;trawnik;Poland;pl;Pomeranian Voivodeship;;;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;persica;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Veronica persica Poir.;;;UGDA.0047318;Chojnacki Włodzimierz;s.n.;2020-06-12;Chojnacki Włodzimierz;Pojezierze Kaszubskie, Gdańsk-Piecki-Migowo, ul. Czecha;54.3612;18.5742;gps;trawnik;Poland;pl;Pomeranian Voivodeship;;;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;persica;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Lolium perenne L.;;;UGDA.0032275;Sadowska A.;SB312;2020-06-09;Sadowska A.;skarpa przy torach obok stacji SKM Sopot - Kamienny Potok;54.459;18.5526;gps;murawa;Poland;pl;Pomeranian Voivodeship;Sopot;Sopot  Sopot;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Lolium;perenne;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Gnaphalium sylvaticum L.;;;UGDA.0002086;Stasiak Jadwiga;s.n.;1970-07-18;Stasiak Jadwiga;Pomorze Zachodnie, Przełom Raduni, Babi Dół;54.3013;18.3064;2,5km;poręba;Poland;pl;Pomeranian Voivodeship;gmina Żukowo;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Gnaphalium;sylvaticum;UGDA-Plants;UGDA;Uniwersytet Gdański;1970
Capsella bursa-pastoris (L.) Medik.;;;UGDA.0041847;Konopka Joanna;s.n.;2016-05-19;Konopka Joanna;Polska, województwo pomorskie, Gdańsk - Oliwa, przy ul. Wita Stwosza 56;54.3972;18.5696;1km;przydroże;Poland;pl;Pomeranian Voivodeship;Oliwa;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Capsella;bursa-pastoris;UGDA-Plants;UGDA;Uniwersytet Gdański;2016
Myosotis sylvatica Ehrh.ex Hoffm.;;;UGDA.0037962;Budka J.;s.n.;2015-07-05;Wszałek-Rożek Katarzyna;Polska, województwo pomorskie, Wysoczyzna Damnicka, powiat słupski, Słupsk, koło mostu, ATPOL: CA-70;54.4686;17.1017;gps;koło mostu, przy prawym wejściu do lasu;Poland;pl;Pomeranian Voivodeship;Słupsk;Słupsk  Słupsk;species;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Boraginaceae;Myosotis;sylvatica;UGDA-Plants;UGDA;Uniwersytet Gdański;2015
Hieracium murorum L.;;;UGDA.0001957;Stasiak Jadwiga;s.n.;1971-07-13;Stasiak Jadwiga;Babi Dół, oddz. 71h;54.317;18.3237;2,5km;droga śródleśna;Poland;pl;Pomeranian Voivodeship;gmina Żukowo;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Hieracium;murorum;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Viola arvensis Murray;;;UGDA.0044327;Szczuka Aleksandra;s.n.;2014-06-18;Szczuka Aleksandra;Polska, Rumia-Janowo;54.5655;18.4226;1km;łąka-nieużytek;Poland;pl;Pomeranian Voivodeship;Rumia  Janowo;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Viola;arvensis;UGDA-Plants;UGDA;Uniwersytet Gdański;2014
Althaea officinalis L.;;;UGDA.0036468;Afranowicz-Cieślak Renata;s.n.;2010-07-27;Afranowicz-Cieślak Renata;"Polska, województwo pomorskie, Żuławy Wiślane, między Broniewem a Wiśniówką; ATPOL: DA-93";54.2798;19.0448;gps;zadrzewienia;Poland;pl;Pomeranian Voivodeship;gmina Stegna;Nowy Dwór Gdański County;species;Plantae;Tracheophyta;Magnoliopsida;Malvales;Malvaceae;Althaea;officinalis;UGDA-Plants;UGDA;Uniwersytet Gdański;2010
Acer campestre L.;;;UGDA.0031391;Dunacka Joanna;s.n.;2013-06-17;Dunacka Joanna;Gdańsk - Park im. Ronalda Reagana;54.4137;18.6092;10km;park nadmorski;Poland;pl;Pomeranian Voivodeship;Przymorze Wielkie;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Acer;campestre;UGDA-Plants;UGDA;Uniwersytet Gdański;2013
Juncus ranarius Songeon & E.P.Perrier;;;UGDA.0044290;Wszałek Katarzyna;s.n.;2005-08-08;Wszałek Katarzyna;woj. pomorskie, Władysławowo, okolice parkingu przy ul. Bohaterów Kaszubskich;54.785;18.4169;1km;słonawa (mikrozagłębienia);Poland;pl;Pomeranian Voivodeship;gmina Władysławowo;Puck County;species;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Juncus;ranarius;UGDA-Plants;UGDA;Uniwersytet Gdański;2005
Calamagrostis stricta (Timm) Koeler;;;UGDA.0047667;Markowski Ryszard, Olszewski Tomasz S.;s.n.;2017-06-26;Chojnacki Włodzimierz;"Wysoczyzna Polanowska, powiat bytowski, gmina Czarna Dąbrówka, rezerwat ""Skotawskie Łąki"", Nadleśnictwo Bytów, oddział 351b";54.4012;18.6059;1km;torfowisko przejściowe - Caricetum lasiocarpae;Poland;pl;Pomeranian Voivodeship;Zaspa-Rozstaje;Gdańsk;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Calamagrostis;stricta;UGDA-Plants;UGDA;Uniwersytet Gdański;2017
Calamagrostis stricta (Timm) Koeler;;;UGDA.0047666;Markowski Ryszard, Olszewski Tomasz S.;s.n.;2017-06-26;Chojnacki Włodzimierz;"Wysoczyzna Polanowska, powiat bytowski, gmina Czarna Dąbrówka, rezerwat ""Skotawskie Łąki"", Nadleśnictwo Bytów, oddział 351b";54.4012;18.6059;1km;torfowisko przejściowe - Caricetum lasiocarpae;Poland;pl;Pomeranian Voivodeship;Zaspa-Rozstaje;Gdańsk;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Calamagrostis;stricta;UGDA-Plants;UGDA;Uniwersytet Gdański;2017
Prunella vulgaris L.;;;UGDA.0020964;Rydzewska-Szymczyk Maria;s.n.;1971-07-16;Rydzewska-Szymczyk Maria;Polska, Pobrzeże Kaszubskie, nadleśnictwo Oliwa, leśnictwo Matemblewo, oddział 93;54.4082;18.5049;2,5km;las bukowy, przy drodze;Poland;pl;Pomeranian Voivodeship;Osowa;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Prunella;vulgaris;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Campanula rotundifolia L.;;;UGDA.0042080;Markowski Ryszard, Wszałek-Rożek Katarzyna, Kuczyńska Anna;s.n.;2018-07-20;Markowski Ryszard;Polska, województwo pomorskie, Pojezierze Kaszubskie, powiat gdański, Miłowo, między Jeziorem Przywidzkim Wielkim i Jeziorem Małym;54.2022;18.3822;gps;łąka z Filipendulion;Poland;pl;Pomeranian Voivodeship;gmina Przywidz;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Campanulaceae;Campanula;rotundifolia;UGDA-Plants;UGDA;Uniwersytet Gdański;2018
Campanula rotundifolia L.;;;UGDA.0042079;Markowski Ryszard, Wszałek-Rożek Katarzyna, Kuczyńska Anna;s.n.;2018-07-20;Markowski Ryszard;Polska, województwo pomorskie, Pojezierze Kaszubskie, powiat gdański, Miłowo, między Jeziorem Przywidzkim Wielkim i Jeziorem Małym;54.2022;18.3822;gps;łąka z Filipendulion;Poland;pl;Pomeranian Voivodeship;gmina Przywidz;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Campanulaceae;Campanula;rotundifolia;UGDA-Plants;UGDA;Uniwersytet Gdański;2018
Campanula rotundifolia L.;;;UGDA.0042078;Markowski Ryszard, Wszałek-Rożek Katarzyna, Kuczyńska Anna;s.n.;2018-07-20;Markowski Ryszard;Polska, województwo pomorskie, Pojezierze Kaszubskie, powiat gdański, Miłowo, między Jeziorem Przywidzkim Wielkim i Jeziorem Małym;54.2022;18.3822;gps;łąka z Filipendulion;Poland;pl;Pomeranian Voivodeship;gmina Przywidz;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Campanulaceae;Campanula;rotundifolia;UGDA-Plants;UGDA;Uniwersytet Gdański;2018
Campanula rotundifolia L.;;;UGDA.0042077;Markowski Ryszard, Wszałek-Rożek Katarzyna, Kuczyńska Anna;s.n.;2018-07-20;Markowski Ryszard;Polska, województwo pomorskie, Pojezierze Kaszubskie, powiat gdański, Miłowo, między Jeziorem Przywidzkim Wielkim i Jeziorem Małym;54.2022;18.3822;gps;łąka z Filipendulion;Poland;pl;Pomeranian Voivodeship;gmina Przywidz;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Campanulaceae;Campanula;rotundifolia;UGDA-Plants;UGDA;Uniwersytet Gdański;2018
Campanula rotundifolia L.;;;UGDA.0042076;Markowski Ryszard, Wszałek-Rożek Katarzyna, Kuczyńska Anna;s.n.;2018-07-20;Markowski Ryszard;Polska, województwo pomorskie, Pojezierze Kaszubskie, powiat gdański, Miłowo, między Jeziorem Przywidzkim Wielkim i Jeziorem Małym;54.2022;18.3822;gps;łąka z Filipendulion;Poland;pl;Pomeranian Voivodeship;gmina Przywidz;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Campanulaceae;Campanula;rotundifolia;UGDA-Plants;UGDA;Uniwersytet Gdański;2018
Drosera obovata Mert. & Koch;;;UGDA.0020328;Kowalczyk Marzena;s.n.;1988-06-25;Kowalczyk Marzena;Polska, Pojezierze Kaszubskie, 3,5 km na N od wsi Pomieczyno, 150 m na N od N brzegu jeziora Otalżyno;54.4471;18.2032;2,5km;torfowisko wysokie, pło torfowe;Poland;pl;Pomeranian Voivodeship;gmina Szemud;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Droseraceae;Drosera;obovata;UGDA-Plants;UGDA;Uniwersytet Gdański;1988
Drosera obovata Mert. & Koch;;;UGDA.0020326;Kowalczyk Marzena;s.n.;1988-06-25;Kowalczyk Marzena;Polska, Pojezierze Kaszubskie, 3,5 km na N od wsi Pomieczyno, 150 m na N od N brzegu jeziora Otalżyno;54.4471;18.2032;2,5km;torfowisko wysokie, pło torfowe;Poland;pl;Pomeranian Voivodeship;gmina Szemud;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Droseraceae;Drosera;obovata;UGDA-Plants;UGDA;Uniwersytet Gdański;1988
Poa palustris L.;;;UGDA.0032965;Wszałek-Rożek Katarzyna;s.n.;2005-06-26;Markowski Ryszard;Polska, Osłonino, nad Zatoką Pucką;54.6693;18.4563;1km;podnóże wąwozu (rozcięcia erozyjnego);Poland;pl;Pomeranian Voivodeship;gmina Puck;Puck County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Poa;palustris;UGDA-Plants;UGDA;Uniwersytet Gdański;2005
Poa palustris L.;;;UGDA.0032964;Wszałek-Rożek Katarzyna;s.n.;2005-06-26;Markowski Ryszard;Polska, Osłonino, nad Zatoką Pucką;54.6693;18.4563;1km;podnóże wąwozu (rozcięcia erozyjnego);Poland;pl;Pomeranian Voivodeship;gmina Puck;Puck County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Poa;palustris;UGDA-Plants;UGDA;Uniwersytet Gdański;2005
Thymus serpyllum L.;;;UGDA.0021065;Herbich Maria;s.n.;1970-07-17;Herbich Maria;Polska, Pobrzeże Kaszubskie, Strzebielino, powiat Lębork;54.5686;18.0417;2,5km;ugór;Poland;pl;Pomeranian Voivodeship;gmina Łęczyce;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Thymus;serpyllum;UGDA-Plants;UGDA;Uniwersytet Gdański;1970
Myosotis arvensis (L.) Hill;;;UGDA.0048992;Wszałek-Rożek Katarzyna, Afranowicz-Cieślak Renata, Bartłomiej Hajek, Markowski Ryszard, Chojnacki Włodzimierz;s.n.;2020-07-21;Wszałek-Rożek Katarzyna;województwo pomorskie, koło Borowego Lasu, Jezioro Malinko i okolice;54.2956;17.7337;gps;pole uprawne;Poland;pl;Pomeranian Voivodeship;gmina Sierakowice;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Boraginaceae;Myosotis;arvensis;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Myosotis arvensis (L.) Hill;;;UGDA.0048991;Wszałek-Rożek Katarzyna, Afranowicz-Cieślak Renata, Bartłomiej Hajek, Markowski Ryszard, Chojnacki Włodzimierz;s.n.;2020-07-21;Wszałek-Rożek Katarzyna;województwo pomorskie, koło Borowego Lasu, Jezioro Malinko i okolice;54.2956;17.7337;gps;pole uprawne;Poland;pl;Pomeranian Voivodeship;gmina Sierakowice;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Boraginaceae;Myosotis;arvensis;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Coronilla varia L.;;;UGDA.0019967;Stasiak Jadwiga;s.n.;1970-07-19;Stasiak Jadwiga;Polska, Pomorze Zachodnie, Przełom Raduni, Glincz, pobocze szosy, z Żukowa do Kościerzyny;54.3176;18.3303;2,5km;pobocze szosy;Poland;pl;Pomeranian Voivodeship;gmina Żukowo;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Coronilla;varia;UGDA-Plants;UGDA;Uniwersytet Gdański;1970
Hieracium laevigatum Willd.;;;UGDA.0002029;Buliński Michał;s.n.;1975-07-28;Buliński Michał;"Poj. Kaszubskie; 0,2 km na N od Ząbrza Małego; brzeg Jez. Ząbrsko Małe";54.2386;18.3473;2,5km;skraj grądu z bukiem nad jeziorem;Poland;pl;Pomeranian Voivodeship;gmina Przywidz;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Hieracium;laevigatum;UGDA-Plants;UGDA;Uniwersytet Gdański;1975
Berula erecta (Huds.) Coville;;;UGDA.0002969;Stasiak Jadwiga;s.n.;1972-09-15;Stasiak Jadwiga;"Pomorze Zachodnie; Przełom Raduni; Babi Dół";54.3193;18.3087;2,5km;łąka;Poland;pl;Pomeranian Voivodeship;gmina Żukowo;Kartuzy County;species;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Berula;erecta;UGDA-Plants;UGDA;Uniwersytet Gdański;1972
Viola tricolor L.;;;UGDA.0047232;Szady Milena;s.n.;2020-05-01;Rutkowski Piotr;Polska, województwo pomorskie, Trójmiejski Park Krajobrazowy, Gdańsk-Wrzeszcz, ATPOL DA-80;54.3683;18.585;gps;;Poland;pl;Pomeranian Voivodeship;Piecki-Migowo;Gdansk;species;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Violaceae;Viola;tricolor;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Teesdalia nudicaulis (L.) W.T.Aiton;;;UGDA.0006264;Piotrowska Hanna;s.n.;1971-05-31;Piotrowska Hanna;Polska, Bory Tucholskie, powiat Chojnice, Męcikał;53.8201;17.6596;2,5km;suchy las sosnowy;Poland;pl;Pomeranian Voivodeship;gmina Brusy;Chojnice County;species;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Teesdalia;nudicaulis;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Arenaria serpyllifolia L.;;;UGDA.0041779;Domarus Anita;s.n.;1997-07-07;Domarus Anita;województwo pomorskie, Pojezierze Kaszubskie, gmina Linia, ok. 100m na E od stacji PKP Linia-Zakrzewo;54.4534;17.9147;1km;pole uprawne (owies, jęczmień);Poland;pl;Pomeranian Voivodeship;gmina Linia;Wejherowo County;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Arenaria;serpyllifolia;UGDA-Plants;UGDA;Uniwersytet Gdański;1997
Sorbus aria (L.) Crantz;;;UGDA.0040650;Nowak Sławomir, Afranowicz-Cieślak Renata, Markowski Ryszard, Chojnacki Włodzimierz;s.n.;2020-02-14;Markowski Ryszard;Nadleśnictwo Kaliska - Arboretum Wirty. Leśny Ogród Dendrologiczny;53.9001;18.3795;10km;ogród dendrologiczny;Poland;pl;Pomeranian Voivodeship;gmina Zblewo;Starogard County;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Sorbus;aria;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Sorbus aria (L.) Crantz;;;UGDA.0040649;Nowak Sławomir, Afranowicz-Cieślak Renata, Markowski Ryszard, Chojnacki Włodzimierz;s.n.;2020-02-14;Markowski Ryszard;Nadleśnictwo Kaliska - Arboretum Wirty. Leśny Ogród Dendrologiczny;53.9001;18.3795;10km;ogród dendrologiczny;Poland;pl;Pomeranian Voivodeship;gmina Zblewo;Starogard County;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Sorbus;aria;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Cerastium arvense L.;;;UGDA.0042019;Dygulska A.;s.n.;2016-05-12;Dygulska A.;Polska, województwo pomorskie, Pojezierze Kaszubskie, gmina Kolbudy, Otomin;54.3242;18.5157;gps;przydroże;Poland;pl;Pomeranian Voivodeship;gmina Kolbudy;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cerastium;arvense;UGDA-Plants;UGDA;Uniwersytet Gdański;2016
Lolium perenne L.;;;UGDA.0023226;Kamińska Renata;s.n.;1977-08-02;Kamińska Renata;Polska, województwo pomorskie, Żuławy Wiślane, powiat tczewski, Czarlin, ATPOL: DB-21;54.0632;18.7692;1km;przypłocie;Poland;pl;Pomeranian Voivodeship;Tczew;Tczew County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Lolium;perenne;UGDA-Plants;UGDA;Uniwersytet Gdański;1977
Gagea lutea (L.) Ker Gawl.;;;UGDA.0036806;Budyś Agnieszka;s.n.;2003-05-02;Budyś Agnieszka;Dolina Czarnej Wody, N od Ostrowa;54.08;17.1834;>10km;wał wzdłuż rzeki;Poland;pl;Pomeranian Voivodeship;gmina Miastko;Bytów County;species;Plantae;Tracheophyta;Liliopsida;Liliales;Liliaceae;Gagea;lutea;UGDA-Plants;UGDA;Uniwersytet Gdański;2003
Melandrium album (Mill.) Garcke;;;UGDA.0044492;Herbich Jacek;s.n.;1969-07-25;Herbich Jacek;Polska, Rezerwat Wiosło Duże;53.7046;18.7838;2,5km;ścieżka nad skarpą;Poland;pl;Pomeranian Voivodeship;gmina Gniew;Tczew County;species;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Melandrium;album;UGDA-Plants;UGDA;Uniwersytet Gdański;1969
Luzula multiflora (Ehrh.) Lej.;;;UGDA.0020878;Stasiak Jadwiga;s.n.;1971-07-15;Stasiak Jadwiga;Babi Dół;54.3009;18.3009;5km;luźny las (sosna, dąb, świerk);Poland;pl;Pomeranian Voivodeship;gmina Somonino;Kartuzy County;species;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Luzula;multiflora;UGDA-Plants;UGDA;Uniwersytet Gdański;1971
Echinocystis lobata (Michx.) Torr. & A.Gray;;;UGDA.0049140;Afranowicz-Cieślak Renata;10082020/RAC821;2020-08-10;Afranowicz-Cieślak Renata;Polska, województwo pomorskie, między Kazimierzem a miejscowością Moście Błota;54.6221;18.4443;gps;siedlisko ruderalne z nawiezioną ziemią na przydrożu;Poland;pl;Pomeranian Voivodeship;gmina Kosakowo;Puck County Aglomeracja Trójmiasta;species;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Echinocystis;lobata;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Echinocystis lobata (Michx.) Torr. & A.Gray;;;UGDA.0049139;Afranowicz-Cieślak Renata;10082020/RAC821;2020-08-10;Afranowicz-Cieślak Renata;Polska, województwo pomorskie, między Kazimierzem a miejscowością Moście Błota;54.6221;18.4443;gps;siedlisko ruderalne z nawiezioną ziemią na przydrożu;Poland;pl;Pomeranian Voivodeship;gmina Kosakowo;Puck County Aglomeracja Trójmiasta;species;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Echinocystis;lobata;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Echinocystis lobata (Michx.) Torr. & A.Gray;;;UGDA.0049138;Afranowicz-Cieślak Renata;10082020/RAC821;2020-08-10;Afranowicz-Cieślak Renata;Polska, województwo pomorskie, między Kazimierzem a miejscowością Moście Błota;54.6221;18.4443;gps;siedlisko ruderalne z nawiezioną ziemią na przydrożu;Poland;pl;Pomeranian Voivodeship;gmina Kosakowo;Puck County Aglomeracja Trójmiasta;species;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Echinocystis;lobata;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Echinocystis lobata (Michx.) Torr. & A.Gray;;;UGDA.0049137;Afranowicz-Cieślak Renata;10082020/RAC821;2020-08-10;Afranowicz-Cieślak Renata;Polska, województwo pomorskie, między Kazimierzem a miejscowością Moście Błota;54.6221;18.4443;gps;siedlisko ruderalne z nawiezioną ziemią na przydrożu;Poland;pl;Pomeranian Voivodeship;gmina Kosakowo;Puck County Aglomeracja Trójmiasta;species;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Echinocystis;lobata;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Myosotis arvensis (L.) Hill;;;UGDA.0048978;Wszałek-Rożek Katarzyna, Afranowicz-Cieślak Renata, Bartłomiej Hajek, Markowski Ryszard, Chojnacki Włodzimierz;s.n.;2020-07-28;Chojnacki Włodzimierz;województwo pomorskie, koło Borowego Młyna, dolina Postolińskiej Strugi;53.873;18.9771;gps;Tilio-Carpinetum zniekształcone;Poland;pl;Pomeranian Voivodeship;gmina Ryjewo;Kwidzyn County;species;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Boraginaceae;Myosotis;arvensis;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Myosotis arvensis (L.) Hill;;;UGDA.0048977;Wszałek-Rożek Katarzyna, Afranowicz-Cieślak Renata, Bartłomiej Hajek, Markowski Ryszard, Chojnacki Włodzimierz;s.n.;2020-07-28;Chojnacki Włodzimierz;województwo pomorskie, koło Borowego Młyna, dolina Postolińskiej Strugi;53.873;18.9771;gps;Tilio-Carpinetum zniekształcone;Poland;pl;Pomeranian Voivodeship;gmina Ryjewo;Kwidzyn County;species;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Boraginaceae;Myosotis;arvensis;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
Sonchus oleraceus L.;;;UGDA.0041437;Sołtys Marta;s.n.;2021-09-21;Sołtys Marta;Polska, woj. pomorskie, Żuławy Wiślane, pow. gdański, gm. Pruszcz Gdański, Wiślinka, ul. Łąkowa;54.3397;18.8078;gps;nieużytek;Poland;pl;Pomeranian Voivodeship;gmina Pruszcz Gdański;Gdańsk County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Sonchus;oleraceus;UGDA-Plants;UGDA;Uniwersytet Gdański;2021
Artemisia vulgaris L.;;;UGDA.0002902;Chojnacki Włodzimierz;s.n.;1969-07-20;Chojnacki Włodzimierz;Pobrzeże Kaszubskiem zbocze klifowe, S od Babich Dołów;54.5784;18.5443;2,5km;zarośla;Poland;pl;Pomeranian Voivodeship;Babie Doły;Gdynia;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Artemisia;vulgaris;UGDA-Plants;UGDA;Uniwersytet Gdański;1969
Achillea pannonica Scheele;;;UGDA.0036645;Wszałek-Rożek Katarzyna, Markowski Ryszard, Hajek Bartłomiej;s.n.;2019-06-25;Markowski Ryszard;Polska, Szprudowo, na wschód od Gronowa Polskiego;53.843;18.867;gps;przydroże polne obok pola pszenicy i podnóże skarpy;Poland;pl;Pomeranian Voivodeship;gmina Ryjewo;Kwidzyn County;species;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;pannonica;UGDA-Plants;UGDA;Uniwersytet Gdański;2019
Festuca ovina L.;;;UGDA.0041712;Wszałek Katarzyna;s.n.;2005-07-18;Wszałek Katarzyna;"na N od Potoku Błądzikowskiego; ATPOL: CA-49c";54.6972;18.4636;1km;murawa z Pinus silvestris;Poland;pl;Pomeranian Voivodeship;gmina Puck;Puck County;species;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Festuca;ovina;UGDA-Plants;UGDA;Uniwersytet Gdański;2005
Crataegus monogyna Jacq.;;;UGDA.0047206;Kobus Kacper;s.n.;2020-05-21;Kobus Kacper;Polska, województwo pomorskie, Pojezierze południowopomorskie, powiat Chojnicki, Chojnice, osiedle kolejarzy, ATPOL: CB-63;53.6835;17.5367;10km;wzgórze na łące przy polach uprawnych;Poland;pl;Pomeranian Voivodeship;Chojnice;Chojnice County;species;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Crataegus;monogyna;UGDA-Plants;UGDA;Uniwersytet Gdański;2020
